OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,AtLeastOnceDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
1208,7/1/2021 15:00:00,age20to29,852,410683,1012,360716,90,33499,942,444182,1102,394215
1209,7/2/2021 15:00:00,age20to29,831,411514,1011,361727,92,33591,923,445105,1103,395318
1210,7/3/2021 15:00:00,age20to29,549,412063,601,362328,63,33654,612,445717,664,395982
1211,7/22/2021 15:00:00,age40to49,808,506053,670,464251,75,45057,883,551110,745,509308
1212,7/23/2021 15:00:00,age40to49,978,507031,698,464949,89,45146,1067,552177,787,510095
1213,7/24/2021 15:00:00,age40to49,639,507670,541,465490,57,45203,696,552873,598,510693
1214,7/25/2021 15:00:00,age40to49,530,508200,170,465660,24,45227,554,553427,194,510887
1215,7/26/2021 15:00:00,age40to49,842,509042,509,466169,64,45291,906,554333,573,511460
1216,7/27/2021 15:00:00,age40to49,922,509964,546,466715,91,45382,1013,555346,637,512097
1217,7/28/2021 15:00:00,age40to49,901,510865,518,467233,72,45454,973,556319,590,512687
1218,7/29/2021 15:00:00,age40to49,906,511771,553,467786,63,45517,969,557288,616,513303
1219,7/30/2021 15:00:00,age40to49,1048,512819,642,468428,96,45613,1144,558432,738,514041
1220,7/31/2021 15:00:00,age40to49,694,513513,455,468883,54,45667,748,559180,509,514550
1221,8/1/2021 15:00:00,age40to49,550,514063,304,469187,19,45686,569,559749,323,514873
1222,8/2/2021 15:00:00,age40to49,943,515006,485,469672,56,45742,999,560748,541,515414
1223,8/3/2021 15:00:00,age40to49,944,515950,489,470161,78,45820,1022,561770,567,515981
1224,8/4/2021 15:00:00,age40to49,980,516930,531,470692,95,45915,1075,562845,626,516607
1225,8/5/2021 15:00:00,age40to49,1042,517972,485,471177,107,46022,1149,563994,592,517199
1226,8/6/2021 15:00:00,age40to49,1160,519132,658,471835,87,46109,1247,565241,745,517944
1227,8/7/2021 15:00:00,age40to49,843,519975,396,472231,52,46161,895,566136,448,518392
1228,8/8/2021 15:00:00,age40to49,577,520552,272,472503,18,46179,595,566731,290,518682
1229,8/9/2021 15:00:00,age40to49,968,521520,608,473111,62,46241,1030,567761,670,519352
1230,8/10/2021 15:00:00,age40to49,995,522515,588,473699,61,46302,1056,568817,649,520001
1231,8/11/2021 15:00:00,age40to49,955,523470,558,474257,65,46367,1020,569837,623,520624
1232,8/12/2021 15:00:00,age40to49,920,524390,601,474858,75,46442,995,570832,676,521300
1233,8/13/2021 15:00:00,age40to49,996,525386,744,475602,68,46510,1064,571896,812,522112
1234,8/14/2021 15:00:00,age40to49,677,526063,484,476086,57,46567,734,572630,541,522653
1235,8/15/2021 15:00:00,age40to49,436,526499,404,476490,22,46589,458,573088,426,523079
1236,8/16/2021 15:00:00,age40to49,734,527233,661,477151,66,46655,800,573888,727,523806
1237,8/17/2021 15:00:00,age40to49,910,528143,704,477855,67,46722,977,574865,771,524577
1238,8/18/2021 15:00:00,age40to49,887,529030,679,478534,88,46810,975,575840,767,525344
1239,8/19/2021 15:00:00,age40to49,745,529775,701,479235,82,46892,827,576667,783,526127
1240,8/20/2021 15:00:00,age40to49,916,530691,852,480087,71,46963,987,577654,923,527050
1241,8/21/2021 15:00:00,age40to49,548,531239,545,480632,45,47008,593,578247,590,527640
1242,8/22/2021 15:00:00,age40to49,441,531680,472,481104,18,47026,459,578706,490,528130
1243,8/23/2021 15:00:00,age40to49,849,532529,826,481930,53,47079,902,579608,879,529009
1244,8/24/2021 15:00:00,age40to49,912,533441,794,482724,91,47170,1003,580611,885,529894
1245,8/25/2021 15:00:00,age40to49,908,534349,806,483530,85,47255,993,581604,891,530785
1246,8/26/2021 15:00:00,age40to49,991,535340,808,484338,67,47322,1058,582662,875,531660
1247,8/27/2021 15:00:00,age40to49,927,536267,956,485294,59,47381,986,583648,1015,532675
1248,8/28/2021 15:00:00,age40to49,687,536954,658,485952,38,47419,725,584373,696,533371
1249,8/29/2021 15:00:00,age40to49,478,537432,516,486468,13,47432,491,584864,529,533900
1250,8/30/2021 15:00:00,age40to49,779,538211,908,487376,57,47489,836,585700,965,534865
1251,7/4/2021 15:00:00,age20to29,65,412128,63,362391,13,33667,78,445795,76,396058
1252,7/5/2021 15:00:00,age20to29,728,412856,687,363078,67,33734,795,446590,754,396812
1253,7/6/2021 15:00:00,age20to29,824,413680,952,364030,99,33833,923,447513,1051,397863
1254,7/7/2021 15:00:00,age20to29,798,414478,955,364985,84,33917,882,448395,1039,398902
1255,7/8/2021 15:00:00,age20to29,865,415343,905,365890,115,34032,980,449375,1020,399922
1256,7/9/2021 15:00:00,age20to29,963,416306,970,366860,130,34162,1093,450468,1100,401022
1257,7/10/2021 15:00:00,age20to29,649,416955,744,367604,65,34227,714,451182,809,401831
1258,7/11/2021 15:00:00,age20to29,452,417407,453,368057,52,34279,504,451686,505,402336
1259,7/12/2021 15:00:00,age20to29,766,418173,836,368893,84,34363,850,452536,920,403256
1260,7/13/2021 15:00:00,age20to29,861,419034,747,369640,74,34437,935,453471,821,404077
1261,7/14/2021 15:00:00,age20to29,794,419828,769,370409,89,34526,883,454354,858,404935
1262,7/15/2021 15:00:00,age20to29,828,420656,705,371114,70,34596,898,455252,775,405710
1263,7/16/2021 15:00:00,age20to29,868,421524,825,371939,91,34687,959,456211,916,406626
1264,7/17/2021 15:00:00,age20to29,594,422118,571,372510,70,34757,664,456875,641,407267
1265,7/18/2021 15:00:00,age20to29,400,422518,381,372891,18,34775,418,457293,399,407666
1266,7/19/2021 15:00:00,age20to29,873,423391,760,373651,72,34847,945,458238,832,408498
1267,7/20/2021 15:00:00,age20to29,902,424293,781,374432,73,34920,975,459213,854,409352
1268,7/21/2021 15:00:00,age20to29,957,425250,786,375218,76,34996,1033,460246,862,410214
1269,7/22/2021 15:00:00,age20to29,927,426177,714,375932,66,35062,993,461239,780,410994
1270,7/23/2021 15:00:00,age20to29,1137,427314,763,376695,97,35159,1234,462473,860,411854
1271,7/24/2021 15:00:00,age20to29,768,428082,511,377206,51,35210,819,463292,562,412416
1272,7/25/2021 15:00:00,age20to29,562,428644,230,377436,43,35253,605,463897,273,412689
1273,7/26/2021 15:00:00,age20to29,1096,429740,714,378150,95,35348,1191,465088,809,413498
1274,7/27/2021 15:00:00,age20to29,1141,430881,662,378812,89,35437,1230,466318,751,414249
1275,7/28/2021 15:00:00,age20to29,1203,432084,724,379536,98,35535,1301,467619,822,415071
1276,7/29/2021 15:00:00,age20to29,1192,433276,715,380251,83,35618,1275,468894,798,415869
1277,7/30/2021 15:00:00,age20to29,1230,434506,782,381033,103,35721,1333,470227,885,416754
1278,7/31/2021 15:00:00,age20to29,836,435342,537,381570,66,35787,902,471129,603,417357
1279,8/1/2021 15:00:00,age20to29,732,436074,361,381931,37,35824,769,471898,398,417755
1280,8/2/2021 15:00:00,age20to29,1238,437312,605,382536,78,35902,1316,473214,683,418438
1281,8/3/2021 15:00:00,age20to29,1239,438551,668,383204,113,36015,1352,474566,781,419219
1282,8/4/2021 15:00:00,age20to29,1267,439818,654,383858,93,36108,1360,475926,747,419966
1283,8/5/2021 15:00:00,age20to29,1311,441129,698,384556,120,36228,1431,477357,818,420784
1284,8/6/2021 15:00:00,age20to29,1514,442643,728,385284,78,36306,1592,478949,806,421590
1285,8/7/2021 15:00:00,age20to29,964,443607,501,385785,58,36364,1022,479971,559,422149
1286,8/8/2021 15:00:00,age20to29,769,444376,385,386170,35,36399,804,480775,420,422569
1287,8/9/2021 15:00:00,age20to29,1253,445629,733,386903,87,36486,1340,482115,820,423389
1288,8/10/2021 15:00:00,age20to29,1316,446945,762,387665,67,36553,1383,483498,829,424218
1289,8/11/2021 15:00:00,age20to29,1305,448250,706,388371,88,36641,1393,484891,794,425012
1290,8/12/2021 15:00:00,age20to29,1113,449363,693,389064,86,36727,1199,486090,779,425791
1291,8/31/2021 15:00:00,age40to49,763,538974,821,488197,61,47550,824,586524,882,535747
1292,9/1/2021 15:00:00,age40to49,714,539688,750,488947,62,47612,776,587300,812,536559
1293,9/2/2021 15:00:00,age40to49,650,540338,686,489633,43,47655,693,587993,729,537288
1294,9/3/2021 15:00:00,age40to49,271,540609,337,489970,33,47688,304,588297,370,537658
1295,12/14/2020 15:00:00,age65plus,3,3,,0,,0,,3,,0
1296,12/15/2020 15:00:00,age65plus,1,4,,0,,0,,4,,0
1297,12/16/2020 15:00:00,age65plus,25,29,1,1,,0,,29,,1
1298,12/17/2020 15:00:00,age65plus,58,87,,1,,0,,87,,1
1299,12/18/2020 15:00:00,age65plus,207,294,,1,,0,,294,,1
1300,12/19/2020 15:00:00,age65plus,68,362,,1,,0,,362,,1
1301,12/20/2020 15:00:00,age65plus,20,382,,1,,0,,382,,1
1302,12/21/2020 15:00:00,age65plus,220,602,,1,,0,,602,,1
1303,12/22/2020 15:00:00,age65plus,1320,1922,,1,,0,,1922,,1
1304,12/23/2020 15:00:00,age65plus,695,2617,3,4,,0,,2617,,4
1305,12/24/2020 15:00:00,age65plus,231,2848,,4,,0,,2848,,4
1306,12/25/2020 15:00:00,age65plus,393,3241,,4,,0,,3241,,4
1307,12/26/2020 15:00:00,age65plus,526,3767,1,5,,0,,3767,,5
1308,12/27/2020 15:00:00,age65plus,505,4272,,5,,0,,4272,,5
1309,12/28/2020 15:00:00,age65plus,1177,5449,3,8,,0,,5449,,8
1310,12/29/2020 15:00:00,age65plus,1688,7137,3,11,,0,,7137,,11
1311,12/30/2020 15:00:00,age65plus,1330,8467,5,16,,0,,8467,,16
1312,12/31/2020 15:00:00,age65plus,852,9319,3,19,,0,,9319,,19
1313,1/1/2021 15:00:00,age65plus,878,10197,10,29,,0,,10197,,29
1314,1/2/2021 15:00:00,age65plus,784,10981,3,32,,0,,10981,,32
1315,1/3/2021 15:00:00,age65plus,769,11750,3,35,,0,,11750,,35
1316,1/4/2021 15:00:00,age65plus,2340,14090,13,48,,0,,14090,,48
1317,1/5/2021 15:00:00,age65plus,2372,16462,37,85,,0,,16462,,85
1318,1/6/2021 15:00:00,age65plus,2693,19155,31,116,,0,,19155,,116
1319,1/7/2021 15:00:00,age65plus,2226,21381,107,223,,0,,21381,,223
1320,1/8/2021 15:00:00,age65plus,2688,24069,211,434,,0,,24069,,434
1321,1/9/2021 15:00:00,age65plus,1170,25239,65,499,,0,,25239,,499
1322,1/10/2021 15:00:00,age65plus,740,25979,15,514,,0,,25979,,514
1323,1/11/2021 15:00:00,age65plus,3035,29014,237,751,,0,,29014,,751
1324,1/12/2021 15:00:00,age65plus,4270,33284,1062,1813,,0,,33284,,1813
1325,1/13/2021 15:00:00,age65plus,3442,36726,575,2388,,0,,36726,,2388
1326,1/14/2021 15:00:00,age65plus,3689,40415,203,2591,,0,,40415,,2591
1327,1/15/2021 15:00:00,age65plus,4618,45033,440,3031,,0,,45033,,3031
1328,1/16/2021 15:00:00,age65plus,2030,47063,460,3491,,0,,47063,,3491
1329,1/17/2021 15:00:00,age65plus,667,47730,414,3905,,0,,47730,,3905
1330,1/18/2021 15:00:00,age65plus,3529,51259,831,4736,,0,,51259,,4736
1331,1/19/2021 15:00:00,age65plus,9452,60711,960,5696,,0,,60711,,5696
1332,8/13/2021 15:00:00,age20to29,1313,450676,834,389898,61,36788,1374,487464,895,426686
1333,8/14/2021 15:00:00,age20to29,853,451529,541,390439,39,36827,892,488356,580,427266
1334,8/15/2021 15:00:00,age20to29,643,452172,469,390908,34,36861,677,489033,503,427769
1335,8/16/2021 15:00:00,age20to29,989,453161,801,391709,67,36928,1056,490089,868,428637
1336,8/17/2021 15:00:00,age20to29,1128,454289,862,392571,89,37017,1217,491306,951,429588
1337,8/18/2021 15:00:00,age20to29,1073,455362,839,393410,102,37119,1175,492481,941,430529
1338,8/19/2021 15:00:00,age20to29,1042,456404,849,394259,78,37197,1120,493601,927,431456
1339,8/20/2021 15:00:00,age20to29,1286,457690,964,395223,80,37277,1366,494967,1044,432500
1340,8/21/2021 15:00:00,age20to29,762,458452,636,395859,33,37310,795,495762,669,433169
1341,8/22/2021 15:00:00,age20to29,577,459029,552,396411,25,37335,602,496364,577,433746
1342,8/23/2021 15:00:00,age20to29,1077,460106,899,397310,53,37388,1130,497494,952,434698
1343,8/24/2021 15:00:00,age20to29,1162,461268,957,398267,81,37469,1243,498737,1038,435736
1344,8/25/2021 15:00:00,age20to29,1197,462465,960,399227,82,37551,1279,500016,1042,436778
1345,8/26/2021 15:00:00,age20to29,1344,463809,952,400179,74,37625,1418,501434,1026,437804
1346,8/27/2021 15:00:00,age20to29,1235,465044,1107,401286,44,37669,1279,502713,1151,438955
1347,8/28/2021 15:00:00,age20to29,856,465900,794,402080,44,37713,900,503613,838,439793
1348,8/29/2021 15:00:00,age20to29,674,466574,598,402678,18,37731,692,504305,616,440409
1349,8/30/2021 15:00:00,age20to29,1285,467859,1036,403714,62,37793,1347,505652,1098,441507
1350,8/31/2021 15:00:00,age20to29,1172,469031,1030,404744,55,37848,1227,506879,1085,442592
1351,9/1/2021 15:00:00,age20to29,1043,470074,912,405656,70,37918,1113,507992,982,443574
1352,9/2/2021 15:00:00,age20to29,943,471017,796,406452,51,37969,994,508986,847,444421
1353,9/3/2021 15:00:00,age20to29,351,471368,420,406872,34,38003,385,509371,454,444875
1354,12/14/2020 15:00:00,age60to64,1,1,,0,,0,,1,,0
1355,12/15/2020 15:00:00,age60to64,3,4,,0,,0,,4,,0
1356,12/16/2020 15:00:00,age60to64,47,51,,0,,0,,51,,0
1357,12/17/2020 15:00:00,age60to64,89,140,,0,,0,,140,,0
1358,12/18/2020 15:00:00,age60to64,279,419,1,1,,0,,419,,1
1359,12/19/2020 15:00:00,age60to64,81,500,,1,,0,,500,,1
1360,12/20/2020 15:00:00,age60to64,26,526,1,2,,0,,526,,2
1361,12/21/2020 15:00:00,age60to64,316,842,1,3,,0,,842,,3
1362,12/22/2020 15:00:00,age60to64,553,1395,2,5,,0,,1395,,5
1363,12/23/2020 15:00:00,age60to64,569,1964,1,6,,0,,1964,,6
1364,12/24/2020 15:00:00,age60to64,280,2244,,6,,0,,2244,,6
1365,12/25/2020 15:00:00,age60to64,114,2358,1,7,,0,,2358,,7
1366,12/26/2020 15:00:00,age60to64,200,2558,1,8,,0,,2558,,8
1367,12/27/2020 15:00:00,age60to64,186,2744,1,9,,0,,2744,,9
1368,12/28/2020 15:00:00,age60to64,867,3611,2,11,,0,,3611,,11
1369,12/29/2020 15:00:00,age60to64,1167,4778,2,13,,0,,4778,,13
1370,12/30/2020 15:00:00,age60to64,1234,6012,2,15,,0,,6012,,15
1371,12/31/2020 15:00:00,age60to64,744,6756,3,18,,0,,6756,,18
1372,1/1/2021 15:00:00,age60to64,209,6965,5,23,,0,,6965,,23
1373,1/20/2021 15:00:00,age65plus,12032,72743,723,6419,,0,,72743,,6419
1374,1/21/2021 15:00:00,age65plus,12322,85065,490,6909,,0,,85065,,6909
1375,1/22/2021 15:00:00,age65plus,13419,98484,895,7804,,0,,98484,,7804
1376,1/23/2021 15:00:00,age65plus,5024,103508,557,8361,,0,,103508,,8361
1377,1/24/2021 15:00:00,age65plus,1978,105486,452,8813,,0,,105486,,8813
1378,1/25/2021 15:00:00,age65plus,9729,115215,1454,10267,,0,,115215,,10267
1379,1/26/2021 15:00:00,age65plus,10264,125479,1689,11956,,0,,125479,,11956
1380,1/27/2021 15:00:00,age65plus,15366,140845,1980,13936,,0,,140845,,13936
1381,1/28/2021 15:00:00,age65plus,13750,154595,1452,15388,,0,,154595,,15388
1382,1/29/2021 15:00:00,age65plus,15428,170023,1358,16746,,0,,170023,,16746
1383,1/30/2021 15:00:00,age65plus,11188,181211,422,17168,,0,,181211,,17168
1384,1/31/2021 15:00:00,age65plus,1818,183029,470,17638,,0,,183029,,17638
1385,2/1/2021 15:00:00,age65plus,4456,187485,1187,18825,,0,,187485,,18825
1386,2/2/2021 15:00:00,age65plus,7662,195147,3065,21890,,0,,195147,,21890
1387,2/3/2021 15:00:00,age65plus,10737,205884,2836,24726,,0,,205884,,24726
1388,2/4/2021 15:00:00,age65plus,13214,219098,2904,27630,,0,,219098,,27630
1389,2/5/2021 15:00:00,age65plus,11703,230801,3782,31412,,0,,230801,,31412
1390,2/6/2021 15:00:00,age65plus,6555,237356,1590,33002,,0,,237356,,33002
1391,2/7/2021 15:00:00,age65plus,3429,240785,630,33632,,0,,240785,,33632
1392,2/8/2021 15:00:00,age65plus,7858,248643,3598,37230,,0,,248643,,37230
1393,2/9/2021 15:00:00,age65plus,9941,258584,4706,41936,,0,,258584,,41936
1394,2/10/2021 15:00:00,age65plus,11919,270503,6878,48814,,0,,270503,,48814
1395,2/11/2021 15:00:00,age65plus,13116,283619,5653,54467,,0,,283619,,54467
1396,2/12/2021 15:00:00,age65plus,10467,294086,6373,60840,,0,,294086,,60840
1397,2/13/2021 15:00:00,age65plus,6515,300601,2988,63828,,0,,300601,,63828
1398,2/14/2021 15:00:00,age65plus,3554,304155,926,64754,,0,,304155,,64754
1399,2/15/2021 15:00:00,age65plus,7014,311169,6636,71390,,0,,311169,,71390
1400,2/16/2021 15:00:00,age65plus,8965,320134,11768,83158,,0,,320134,,83158
1401,2/17/2021 15:00:00,age65plus,10102,330236,14118,97276,,0,,330236,,97276
1402,2/18/2021 15:00:00,age65plus,1459,331695,2160,99436,,0,,331695,,99436
1403,2/19/2021 15:00:00,age65plus,5615,337310,9771,109207,,0,,337310,,109207
1404,2/20/2021 15:00:00,age65plus,5512,342822,10968,120175,,0,,342822,,120175
1405,2/21/2021 15:00:00,age65plus,3745,346567,5204,125379,,0,,346567,,125379
1406,2/22/2021 15:00:00,age65plus,4552,351119,8308,133687,,0,,351119,,133687
1407,2/23/2021 15:00:00,age65plus,8455,359574,10242,143929,,0,,359574,,143929
1408,2/24/2021 15:00:00,age65plus,9238,368812,15315,159244,,0,,368812,,159244
1409,2/25/2021 15:00:00,age65plus,11730,380542,16078,175322,,0,,380542,,175322
1410,2/26/2021 15:00:00,age65plus,15518,396060,14443,189765,,0,,396060,,189765
1411,2/27/2021 15:00:00,age65plus,8044,404104,6640,196405,,0,,404104,,196405
1412,2/28/2021 15:00:00,age65plus,7889,411993,2756,199161,,0,,411993,,199161
1413,3/1/2021 15:00:00,age65plus,12539,424532,8011,207172,,0,,424532,,207172
1414,1/2/2021 15:00:00,age60to64,267,7232,4,27,,0,,7232,,27
1415,1/3/2021 15:00:00,age60to64,328,7560,3,30,,0,,7560,,30
1416,1/4/2021 15:00:00,age60to64,1399,8959,26,56,,0,,8959,,56
1417,1/5/2021 15:00:00,age60to64,1240,10199,38,94,,0,,10199,,94
1418,1/6/2021 15:00:00,age60to64,1505,11704,78,172,,0,,11704,,172
1419,1/7/2021 15:00:00,age60to64,1425,13129,143,315,,0,,13129,,315
1420,1/8/2021 15:00:00,age60to64,1491,14620,264,579,,0,,14620,,579
1421,1/9/2021 15:00:00,age60to64,452,15072,94,673,,0,,15072,,673
1422,1/10/2021 15:00:00,age60to64,258,15330,33,706,,0,,15330,,706
1423,1/11/2021 15:00:00,age60to64,1323,16653,274,980,,0,,16653,,980
1424,1/12/2021 15:00:00,age60to64,1530,18183,501,1481,,0,,18183,,1481
1425,1/13/2021 15:00:00,age60to64,1700,19883,375,1856,,0,,19883,,1856
1426,1/14/2021 15:00:00,age60to64,1640,21523,190,2046,,0,,21523,,2046
1427,1/15/2021 15:00:00,age60to64,1514,23037,185,2231,,0,,23037,,2231
1428,1/16/2021 15:00:00,age60to64,342,23379,153,2384,,0,,23379,,2384
1429,1/17/2021 15:00:00,age60to64,187,23566,126,2510,,0,,23566,,2510
1430,1/18/2021 15:00:00,age60to64,450,24016,336,2846,,0,,24016,,2846
1431,1/19/2021 15:00:00,age60to64,889,24905,534,3380,,0,,24905,,3380
1432,1/20/2021 15:00:00,age60to64,1125,26030,504,3884,,0,,26030,,3884
1433,1/21/2021 15:00:00,age60to64,1327,27357,336,4220,,0,,27357,,4220
1434,1/22/2021 15:00:00,age60to64,1777,29134,332,4552,,0,,29134,,4552
1435,1/23/2021 15:00:00,age60to64,564,29698,195,4747,,0,,29698,,4747
1436,1/24/2021 15:00:00,age60to64,200,29898,198,4945,,0,,29898,,4945
1437,1/25/2021 15:00:00,age60to64,840,30738,936,5881,,0,,30738,,5881
1438,1/26/2021 15:00:00,age60to64,979,31717,949,6830,,0,,31717,,6830
1439,1/27/2021 15:00:00,age60to64,1170,32887,1224,8054,,0,,32887,,8054
1440,1/28/2021 15:00:00,age60to64,1162,34049,913,8967,,0,,34049,,8967
1441,1/29/2021 15:00:00,age60to64,1303,35352,748,9715,,0,,35352,,9715
1442,1/30/2021 15:00:00,age60to64,843,36195,215,9930,,0,,36195,,9930
1443,1/31/2021 15:00:00,age60to64,263,36458,125,10055,,0,,36458,,10055
1444,2/1/2021 15:00:00,age60to64,469,36927,466,10521,,0,,36927,,10521
1445,2/2/2021 15:00:00,age60to64,763,37690,1315,11836,,0,,37690,,11836
1446,2/3/2021 15:00:00,age60to64,1090,38780,1782,13618,,0,,38780,,13618
1447,2/4/2021 15:00:00,age60to64,1452,40232,1520,15138,,0,,40232,,15138
1448,2/5/2021 15:00:00,age60to64,1200,41432,1513,16651,,0,,41432,,16651
1449,2/6/2021 15:00:00,age60to64,756,42188,508,17159,,0,,42188,,17159
1450,2/7/2021 15:00:00,age60to64,364,42552,148,17307,,0,,42552,,17307
1451,2/8/2021 15:00:00,age60to64,774,43326,1122,18429,,0,,43326,,18429
1452,2/9/2021 15:00:00,age60to64,980,44306,1101,19530,,0,,44306,,19530
1453,2/10/2021 15:00:00,age60to64,1129,45435,1608,21138,,0,,45435,,21138
1454,2/11/2021 15:00:00,age60to64,1413,46848,1276,22414,,0,,46848,,22414
1455,3/2/2021 15:00:00,age65plus,12653,437185,8351,215523,12,12,12665,437197,8363,215535
1456,3/3/2021 15:00:00,age65plus,14781,451966,10388,225911,48,60,14829,452026,10436,225971
1457,3/4/2021 15:00:00,age65plus,15931,467897,10961,236872,1704,1764,17635,469661,12665,238636
1458,3/5/2021 15:00:00,age65plus,15809,483706,10655,247527,2723,4487,18532,488193,13378,252014
1459,3/6/2021 15:00:00,age65plus,8005,491711,4544,252071,2172,6659,10177,498370,6716,258730
1460,3/7/2021 15:00:00,age65plus,5768,497479,2486,254557,2162,8821,7930,506300,4648,263378
1461,3/8/2021 15:00:00,age65plus,13368,510847,4629,259186,3538,12359,16906,523206,8167,271545
1462,3/9/2021 15:00:00,age65plus,12664,523511,8756,267942,3638,15997,16302,539508,12394,283939
1463,3/10/2021 15:00:00,age65plus,14058,537569,8265,276207,2553,18550,16611,556119,10818,294757
1464,3/11/2021 15:00:00,age65plus,14624,552193,9618,285825,1854,20404,16478,572597,11472,306229
1465,3/12/2021 15:00:00,age65plus,15397,567590,9412,295237,1220,21624,16617,589214,10632,316861
1466,3/13/2021 15:00:00,age65plus,7188,574778,5502,300739,497,22121,7685,596899,5999,322860
1467,3/14/2021 15:00:00,age65plus,4743,579521,3600,304339,259,22380,5002,601901,3859,326719
1468,3/15/2021 15:00:00,age65plus,8598,588119,6648,310987,205,22585,8803,610704,6853,333572
1469,3/16/2021 15:00:00,age65plus,10929,599048,7708,318695,358,22943,11287,621991,8066,341638
1470,3/17/2021 15:00:00,age65plus,13093,612141,9591,328286,285,23228,13378,635369,9876,351514
1471,3/18/2021 15:00:00,age65plus,11906,624047,6654,334940,363,23591,12269,647638,7017,358531
1472,3/19/2021 15:00:00,age65plus,11155,635202,9359,344299,292,23883,11447,659085,9651,368182
1473,3/20/2021 15:00:00,age65plus,4959,640161,4814,349113,423,24306,5382,664467,5237,373419
1474,3/21/2021 15:00:00,age65plus,3181,643342,3972,353085,64,24370,3245,667712,4036,377455
1475,3/22/2021 15:00:00,age65plus,6463,649805,6123,359208,223,24593,6686,674398,6346,383801
1476,3/23/2021 15:00:00,age65plus,7286,657091,8923,368131,484,25077,7770,682168,9407,393208
1477,3/24/2021 15:00:00,age65plus,7338,664429,10489,378620,396,25473,7734,689902,10885,404093
1478,3/25/2021 15:00:00,age65plus,6215,670644,11200,389820,588,26061,6803,696705,11788,415881
1479,3/26/2021 15:00:00,age65plus,5292,675936,14370,404190,448,26509,5740,702445,14818,430699
1480,3/27/2021 15:00:00,age65plus,4161,680097,9135,413325,393,26902,4554,706999,9528,440227
1481,3/28/2021 15:00:00,age65plus,1545,681642,6759,420084,76,26978,1621,708620,6835,447062
1482,3/29/2021 15:00:00,age65plus,3210,684852,12924,433008,276,27254,3486,712106,13200,460262
1483,3/30/2021 15:00:00,age65plus,4031,688883,15056,448064,436,27690,4467,716573,15492,475754
1484,3/31/2021 15:00:00,age65plus,4998,693881,17499,465563,753,28443,5751,722324,18252,494006
1485,4/1/2021 15:00:00,age65plus,3978,697859,17995,483558,818,29261,4796,727120,18813,512819
1486,4/2/2021 15:00:00,age65plus,4009,701868,15413,498971,687,29948,4696,731816,16100,528919
1487,4/3/2021 15:00:00,age65plus,1987,703855,7449,506420,424,30372,2411,734227,7873,536792
1488,4/4/2021 15:00:00,age65plus,572,704427,3109,509529,103,30475,675,734902,3212,540004
1489,4/5/2021 15:00:00,age65plus,2328,706755,11781,521310,914,31389,3242,738144,12695,552699
1490,4/6/2021 15:00:00,age65plus,3353,710108,10992,532302,1385,32774,4738,742882,12377,565076
1491,4/7/2021 15:00:00,age65plus,3203,713311,12854,545156,1470,34244,4673,747555,14324,579400
1492,4/8/2021 15:00:00,age65plus,3610,716921,12330,557486,1855,36099,5465,753020,14185,593585
1493,4/9/2021 15:00:00,age65plus,2823,719744,13285,570771,1579,37678,4402,757422,14864,608449
1494,4/10/2021 15:00:00,age65plus,1396,721140,5099,575870,746,38424,2142,759564,5845,614294
1495,2/12/2021 15:00:00,age60to64,1421,48269,1467,23881,,0,,48269,,23881
1496,2/13/2021 15:00:00,age60to64,783,49052,343,24224,,0,,49052,,24224
1497,2/14/2021 15:00:00,age60to64,460,49512,149,24373,,0,,49512,,24373
1498,2/15/2021 15:00:00,age60to64,679,50191,702,25075,,0,,50191,,25075
1499,2/16/2021 15:00:00,age60to64,1111,51302,1208,26283,,0,,51302,,26283
1500,2/17/2021 15:00:00,age60to64,1328,52630,1611,27894,,0,,52630,,27894
1501,2/18/2021 15:00:00,age60to64,249,52879,351,28245,,0,,52879,,28245
1502,2/19/2021 15:00:00,age60to64,637,53516,1286,29531,,0,,53516,,29531
1503,2/20/2021 15:00:00,age60to64,634,54150,1174,30705,,0,,54150,,30705
1504,2/21/2021 15:00:00,age60to64,339,54489,291,30996,,0,,54489,,30996
1505,2/22/2021 15:00:00,age60to64,503,54992,941,31937,,0,,54992,,31937
1506,2/23/2021 15:00:00,age60to64,1094,56086,816,32753,,0,,56086,,32753
1507,2/24/2021 15:00:00,age60to64,1383,57469,1252,34005,,0,,57469,,34005
1508,2/25/2021 15:00:00,age60to64,1338,58807,1476,35481,,0,,58807,,35481
1509,2/26/2021 15:00:00,age60to64,1736,60543,1527,37008,,0,,60543,,37008
1510,2/27/2021 15:00:00,age60to64,1286,61829,617,37625,,0,,61829,,37625
1511,2/28/2021 15:00:00,age60to64,1165,62994,289,37914,,0,,62994,,37914
1512,3/1/2021 15:00:00,age60to64,2238,65232,609,38523,,0,,65232,,38523
1513,3/2/2021 15:00:00,age60to64,1869,67101,752,39275,7,7,1876,67108,759,39282
1514,3/3/2021 15:00:00,age60to64,2470,69571,1113,40388,20,27,2490,69598,1133,40415
1515,3/4/2021 15:00:00,age60to64,2500,72071,1087,41475,379,406,2879,72477,1466,41881
1516,3/5/2021 15:00:00,age60to64,2386,74457,1245,42720,381,787,2767,75244,1626,43507
